start_time,end_time,text,emotion,sub-emotion,intensity
"00:36:28,000","00:36:30,000","Okay, good, listen.",neutral,neutral,neutral
"00:36:30,000","00:36:31,000",Stop.,neutral,neutral,neutral
"00:36:31,000","00:36:32,000",Stop.,neutral,neutral,neutral
"00:36:32,000","00:36:34,000","We do nothing illegal, buddy.",neutral,neutral,neutral
"00:36:34,000","00:36:36,000","Sorry, why are you running?",surprise,confusion,moderate
"00:36:36,000","00:36:37,000",Why are you running?,surprise,confusion,moderate
"00:36:37,000","00:36:38,000","Stand, stand!",fear,fear,moderate
"00:36:39,000","00:36:40,000",We can't separate ourselves?,surprise,confusion,mild
"00:36:40,000","00:36:43,000","You are detained, you are accused.",fear,fear,moderate
"00:36:43,000","00:36:44,000",I don't know what the rules are.,surprise,confusion,mild
"00:36:44,000","00:36:45,000",A friend too.,neutral,neutral,neutral
"00:36:45,000","00:36:47,000",I don't know how much naughty I can.,surprise,confusion,mild
"00:36:47,000","00:36:48,000",Peasant on us ...,anger,annoyance,mild
"00:36:48,000","00:36:50,000","I go back to the police car, we'll talk.",neutral,neutral,neutral
"00:36:50,000","00:36:52,000",Mr. Policeman is certainly well informed.,neutral,neutral,neutral
"00:36:52,000","00:36:56,000","We fried fish fillets, boiled potatoes and ate cucumber salad.",neutral,neutral,neutral
"00:36:56,000","00:36:58,000","We invite you, we invite you to eat.",neutral,neutral,neutral
"00:36:58,000","00:37:01,000",And we had perfectly two boys from Gorlice.,neutral,neutral,neutral
"00:37:01,000","00:37:03,000","No, you will poison yourself, maybe these potatoes at most.",disgust,disapproval,mild
"00:37:03,000","00:37:04,000",No no.,neutral,neutral,neutral
"00:37:04,000","00:37:05,000","Potatoes for sky, no?",neutral,neutral,neutral
"00:37:05,000","00:37:06,000","No, no, the smallest.",neutral,neutral,neutral
"00:37:06,000","00:37:07,000",Potato of the sky.,neutral,neutral,neutral
"00:37:07,000","00:37:08,000","Potato, cheese, potato.",neutral,neutral,neutral
"00:37:08,000","00:37:09,000",Hard.,neutral,neutral,neutral
"00:37:09,000","00:37:10,000","Hard, no.",neutral,neutral,neutral
"00:37:10,000","00:37:11,000",Did you eat a fish?,neutral,neutral,neutral
"00:37:11,000","00:37:12,000",Not.,neutral,neutral,neutral
"00:37:12,000","00:37:13,000",Did you eat cucumber salad?,neutral,neutral,neutral
"00:37:13,000","00:37:14,000",Potato?,neutral,neutral,neutral
"00:37:14,000","00:37:15,000",Not.,neutral,neutral,neutral
"00:37:15,000","00:37:16,000",Thank you very much for goodbye.,happiness,gratitude,mild
"00:37:16,000","00:37:17,000",We keep going.,neutral,neutral,neutral
"00:37:17,000","00:37:18,000",For escaping from the police.,disgust,disapproval,moderate
"00:37:18,000","00:37:20,000",A normal citizen would never run away.,disgust,disapproval,moderate
"00:37:20,000","00:37:22,000",And it can't be a warning for the first time?,happiness,curiosity,mild
"00:37:22,000","00:37:23,000",Please.,neutral,neutral,neutral
"00:37:23,000","00:37:24,000","Escap from disappearance of hand, ladies.",surprise,confusion,moderate
"00:37:24,000","00:37:25,000",A warning for the first time.,neutral,neutral,neutral
"00:37:25,000","00:37:28,000",As soon as we sensed that Friz turned so on and goes hard towards the car.,happiness,curiosity,mild
"00:37:28,000","00:37:30,000",He did something with Łuk.,happiness,curiosity,mild
"00:37:30,000","00:37:31,000","The arches came, began to talk.",neutral,neutral,neutral
"00:37:31,000","00:37:33,000","Maybe we will take, give, postirola and fucker.",surprise,confusion,moderate
"00:37:33,000","00:37:34,000","I will try to do something, okay?",neutral,neutral,neutral
"00:37:38,000","00:37:39,000",It's only us.,neutral,neutral,neutral
"00:37:44,000","00:37:45,000",And we managed to escape.,happiness,relief,moderate
"00:37:45,000","00:37:46,000","And we managed to escape, so the class.",happiness,relief,moderate
"00:37:46,000","00:37:52,000","And later we had luck, because when we were on the road, the viewer accosted us.",surprise,surprise,mild
"00:37:52,000","00:37:54,000","He shouted to us, hey gimper, Hi.",surprise,surprise,mild
"00:37:54,000","00:37:56,000",Would you drop us out for the next stop?,happiness,curiosity,mild
"00:37:56,000","00:37:58,000",We can do it.,happiness,optimism,mild
"00:37:58,000","00:37:59,000",One person can with us.,neutral,neutral,neutral
"00:37:59,000","00:38:01,000",I stick to the back.,neutral,neutral,neutral
"00:38:01,000","00:38:05,000","We need to find a stop 1, marked by the mafia.",happiness,curiosity,moderate
"00:38:05,000","00:38:07,000","And we, guys, look around the right and left.",neutral,neutral,neutral
"00:38:07,000","00:38:10,000","Check if it's just nowhere here, you know.",neutral,neutral,neutral
"00:38:10,000","00:38:11,000",Mafia logo.,happiness,curiosity,mild
"00:38:11,000","00:38:12,000",Some mafia sign.,happiness,curiosity,mild
"00:38:12,000","00:38:14,000",The first task is done.,neutral,neutral,neutral
"00:38:14,000","00:38:19,000","And later, running to the stop, a very unpleasant meeting met us.",anger,annoyance,moderate
"00:38:19,000","00:38:22,000",Hello! What is this running around the city?,anger,annoyance,moderate
"00:38:22,000","00:38:24,000",What is this running around the city?,anger,annoyance,moderate
"00:38:24,000","00:38:25,000","Hall, stand!",neutral,neutral,neutral
"00:38:26,000","00:38:29,000","There is no running in this city above all, right?",anger,annoyance,moderate
"00:38:29,000","00:38:30,000",I don't run.,neutral,neutral,neutral
"00:38:30,000","00:38:33,000","Listen, there is a police car, a friend ran and a friend ran.",surprise,confusion,mild
"00:38:33,000","00:38:35,000","We will sit down, we will leave here quickly.",fear,fear,moderate
"00:38:35,000","00:38:36,000",I have PLN 10 for you.,neutral,neutral,neutral
"00:38:36,000","00:38:38,000","Hey, good, how would we just run away from him?",fear,nervousness,moderate
"00:38:39,000","00:38:40,000","Okay, let's go, he has already gone.",happiness,relief,mild
"00:38:40,000","00:38:41,000",Come.,neutral,neutral,neutral
"00:38:41,000","00:38:43,000","Hey, go, we run away from him.",fear,fear,moderate
"00:38:43,000","00:38:44,000",Bartek!,surprise,surprise,mild
"00:38:44,000","00:38:45,000",You can't!,disgust,disapproval,moderate
"00:38:45,000","00:38:46,000",Can you?,happiness,curiosity,mild
"00:38:46,000","00:38:47,000","You live, you live.",neutral,neutral,neutral
"00:38:47,000","00:38:48,000",I wanted to run away.,happiness,desire,mild
"00:38:48,000","00:38:51,000","Come, I will come for six.",neutral,neutral,neutral
"00:38:51,000","00:38:52,000",Last name?,neutral,neutral,neutral
"00:38:52,000","00:38:53,000",Kubicki.,neutral,neutral,neutral
"00:38:53,000","00:38:54,000",I will not give.,anger,anger,moderate
"00:38:54,000","00:38:56,000",You can refuse to accept the mandate and then we will meet in court.,anger,annoyance,moderate
"00:38:56,000","00:38:57,000",Name?,neutral,neutral,neutral
"00:38:57,000","00:38:58,000",I refuse to accept the mandate.,,,
"00:38:58,000","00:39:00,000",We must wash the fine.,neutral,neutral,neutral
"00:39:00,000","00:39:02,000",Baking an additional 250.,neutral,neutral,neutral
"00:39:02,000","00:39:04,000","I'm sorry, we won't run anymore, we promise.",sadness,remorse,mild
"00:39:04,000","00:39:05,000",And at least what?,surprise,confusion,mild
"00:39:05,000","00:39:06,000",We are underage.,neutral,neutral,neutral
"00:39:06,000","00:39:09,000","Please show me, encourage me.",happiness,desire,moderate
"00:39:12,000","00:39:13,000","It is done, oh!",happiness,relief,mild
"00:39:13,000","00:39:14,000",We have to go on.,happiness,optimism,moderate
"00:39:14,000","00:39:15,000","Encouraged, encouraged?",happiness,curiosity,mild
"00:39:15,000","00:39:16,000",NO!,anger,anger,intense
"00:39:16,000","00:39:17,000",Second ticket canceled.,neutral,neutral,neutral
"00:39:17,000","00:39:18,000",NO!,anger,anger,intense
"00:39:18,000","00:39:19,000",You can go on.,happiness,approval,mild
"00:39:19,000","00:39:20,000","Okay, but don't run.",neutral,neutral,neutral
"00:39:20,000","00:39:21,000","Bartek, see!",happiness,excitement,mild
"00:39:21,000","00:39:22,000",I run.,neutral,neutral,neutral
"00:39:22,000","00:39:23,000","Okay, it's red there, why are you running?",surprise,confusion,moderate
"00:39:23,000","00:39:28,000","Listen, the conifer stinks here because he looked like he was sabotaging something.",disgust,disapproval,moderate
"00:39:28,000","00:39:30,000",The conifer is still sabotaging this dish.,disgust,disapproval,moderate
"00:39:30,000","00:39:31,000",He slows down all the time.,anger,annoyance,mild
"00:39:31,000","00:39:33,000",I watch it all the time.,neutral,neutral,neutral
"00:39:33,000","00:39:37,000","Okay, and now we go twice and stop immediately, we are waiting for orders.",happiness,optimism,moderate
"00:39:37,000","00:39:39,000",Then we flew to this market.,neutral,neutral,neutral
"00:39:39,000","00:39:41,000","From this apartment, he also quit us there.",sadness,disappointment,mild
"00:39:41,000","00:39:43,000",Did you have a card today?,happiness,curiosity,mild
"00:39:43,000","00:39:45,000",Did you have today?,happiness,curiosity,mild
"00:39:45,000","00:39:48,000","No, but I know that someone had and suspect you.",,,
"00:39:48,000","00:39:49,000",Kasia said she had a card.,neutral,neutral,neutral
"00:39:49,000","00:39:51,000","Yes, and that apparently there is still some other card.",happiness,curiosity,mild
"00:39:51,000","00:39:53,000","If you are a mafia, it's hard.",neutral,neutral,neutral
"00:39:53,000","00:39:57,000","I will get out of the program today, because I know what card was used today.",happiness,optimism,moderate
"00:39:57,000","00:40:00,000",I don't know if we understood well that the hen went with Ramson.,surprise,confusion,moderate
"00:40:00,000","00:40:02,000",So I am afraid that he is this decision.,fear,fear,mild
"00:40:02,000","00:40:03,000",Which?,surprise,confusion,mild
"00:40:03,000","00:40:04,000","I mean in the sense, you know ...",neutral,neutral,neutral
"00:40:04,000","00:40:05,000","No, because he would help us.",happiness,optimism,mild
"00:40:05,000","00:40:11,000","But that he helped a bit, and on the other hand there is nothing that would like him to do to the mafia.",surprise,confusion,moderate
"00:40:11,000","00:40:12,000",Do you know what's going on?,surprise,confusion,moderate
"00:40:12,000","00:40:13,000","We have to jump out, we jump.",happiness,optimism,moderate
"00:40:13,000","00:40:15,000",We have to look for some traces.,happiness,optimism,moderate
"00:40:15,000","00:40:16,000",That they left some traces.,happiness,curiosity,mild
"00:40:16,000","00:40:17,000",I don't know.,surprise,confusion,mild
"00:40:17,000","00:40:20,000","After it holds the reasons and somehow a fate, maybe quite quickly,",neutral,neutral,neutral
"00:40:20,000","00:40:23,000",I noticed mafia banners on one of the buildings.,surprise,surprise,moderate
"00:40:23,000","00:40:24,000","Hey, Beskidz, give me!",happiness,desire,moderate
"00:40:24,000","00:40:27,000","Is, Beskidz, good.",happiness,approval,mild
"00:40:27,000","00:40:28,000",You're good.,happiness,approval,mild
"00:40:28,000","00:40:29,000",It's here?,happiness,curiosity,mild
"00:40:29,000","00:40:32,000",Not.,neutral,neutral,neutral
"00:40:32,000","00:40:36,000",Let's carry these sashes.,neutral,neutral,neutral
"00:40:36,000","00:40:37,000",So how do we have?,surprise,confusion,mild
"00:40:37,000","00:40:38,000","Okay, I will get out of the critic.",neutral,neutral,neutral
"00:40:38,000","00:40:41,000","Hey, you just have to download it so that it is not this one.",neutral,neutral,neutral
"00:40:41,000","00:40:43,000","Well, I do it.",neutral,neutral,neutral
"00:40:43,000","00:40:45,000","Wait, but is there such a thing on other buildings?",happiness,curiosity,mild
"00:40:45,000","00:40:47,000",That would be just that?,surprise,confusion,mild
"00:40:47,000","00:40:51,000","No, it would be an exaggeration, as if we had to run after five buildings, man.",anger,annoyance,mild
"00:40:51,000","00:40:53,000","No, in my opinion it is it.",neutral,neutral,neutral
"00:40:53,000","00:40:55,000","Look, that's how I wave.",happiness,amusement,mild
"00:40:55,000","00:40:56,000","See, that's how I wave.",happiness,amusement,mild
"00:40:56,000","00:40:58,000","Everyone disappeared, I felt like a pope on the balcony.",happiness,amusement,moderate
"00:40:58,000","00:41:01,000","No, wave like a president, like a pope.",happiness,amusement,mild
"00:41:01,000","00:41:02,000","Look, they wave me, they wave me.",happiness,amusement,mild
"00:41:02,000","00:41:04,000","You, what now?",surprise,confusion,mild
"00:41:04,000","00:41:05,000",We won!,happiness,excitement,intense
"00:41:05,000","00:41:06,000",Two tasks.,neutral,neutral,neutral
"00:41:06,000","00:41:08,000",You will blow us up on this and we will run from two sides.,happiness,excitement,moderate
"00:41:08,000","00:41:10,000","There is no mark of the mafia here, the old one, nothing can be seen.",surprise,confusion,mild
"00:41:10,000","00:41:11,000",You can't see?,surprise,confusion,mild
"00:41:11,000","00:41:12,000","Well, you can't see.",neutral,neutral,neutral
"00:41:12,000","00:41:13,000",Kurdish.,neutral,neutral,neutral
"00:41:13,000","00:41:14,000",Any Sasha?,happiness,curiosity,mild
"00:41:14,000","00:41:15,000","Mafia's traces, is there something?",happiness,curiosity,mild
"00:41:15,000","00:41:16,000",Also not.,neutral,neutral,neutral
"00:41:16,000","00:41:17,000",Nothing can be seen.,neutral,neutral,neutral
"00:41:17,000","00:41:18,000",I will continue.,neutral,neutral,neutral
"00:41:18,000","00:41:19,000","Okay, let's go on.",neutral,neutral,neutral
"00:41:19,000","00:41:21,000","But you know, it is basically a clean luck.",surprise,realization,mild
"00:41:21,000","00:41:24,000",This is not even about whether the mafia had an impact on it or not.,neutral,neutral,neutral
"00:41:24,000","00:41:28,000",It just happens that it's hard to do a job simply.,neutral,neutral,neutral
"00:41:28,000","00:41:32,000",I think that outcom does not mix up the task at all.,neutral,neutral,neutral
"00:41:32,000","00:41:34,000",I think we did one at all at all.,neutral,neutral,neutral
"00:41:34,000","00:41:38,000","Yes. Especially that you don't like it today, right?",happiness,curiosity,mild
"00:41:38,000","00:41:41,000","Even if you suspect me, you probably don't feel any sabotage from me.",neutral,neutral,neutral
"00:41:41,000","00:41:42,000",NO.,neutral,neutral,neutral
"00:41:42,000","00:41:46,000",Today I was focused on working with everyone,neutral,neutral,neutral
"00:41:46,000","00:41:53,000","But fortunately, it finally turned out that we were not able to complete one task.",sadness,disappointment,mild
"00:41:53,000","00:41:57,000","No, before we're too far from the center. I think so.",neutral,neutral,neutral
"00:41:57,000","00:41:59,000","You know, this is out of 8 minutes.",neutral,neutral,neutral
"00:41:59,000","00:42:00,000","Okay, out of 8 minutes.",neutral,neutral,neutral
"00:42:00,000","00:42:04,000","Okay, i.e. all options make it a mega farmotom, right?",surprise,confusion,mild
"00:42:04,000","00:42:06,000","Act of vandalism, artistic vandalism.",happiness,curiosity,mild
"00:42:06,000","00:42:09,000","No, where will artistic vandalism be here?",surprise,confusion,mild
"00:42:09,000","00:42:11,000",We got to the kiosk.,neutral,neutral,neutral
"00:42:11,000","00:42:12,000","Okay, simple or?",happiness,curiosity,mild
"00:42:12,000","00:42:13,000","Yes, yes.",neutral,neutral,neutral
"00:42:13,000","00:42:16,000","No, it's simple, but if there is no option.",neutral,neutral,neutral
"00:42:16,000","00:42:21,000",And with this kiosk a bus stop appeared to my eyes.,neutral,neutral,neutral
"00:42:21,000","00:42:23,000","Come on, we'll start to the stop maybe.",neutral,neutral,neutral
"00:42:23,000","00:42:25,000","We have 3 minutes, no.",neutral,neutral,neutral
"00:42:25,000","00:42:30,000","What I heard is not, it doesn't make sense, let's give it a break, a minute.",neutral,neutral,neutral
"00:42:30,000","00:42:33,000","Well, as if we have a physically no chance to do it.",neutral,neutral,neutral
"00:42:33,000","00:42:35,000",We have exactly a minute and a half left.,neutral,neutral,neutral
"00:42:35,000","00:42:37,000","And I say, okay, let's let go, let's not go there.",anger,annoyance,mild
"00:42:37,000","00:42:38,000",We have nothing.,sadness,disappointment,moderate
"00:42:38,000","00:42:40,000","And it was probably avoconal, it seems.",surprise,confusion,mild
"00:42:40,000","00:42:41,000",Avoconal is simply.,neutral,neutral,neutral
"00:42:41,000","00:42:47,000","Well, unfortunately, I think that the tattoo action arose a bit of plans, because it stretched in time.",anger,annoyance,moderate
"00:42:47,000","00:42:51,000","Yes, however, thanks to this we have one task.",happiness,relief,mild
"00:42:51,000","00:42:56,000","Because the task with this mural, it had more unknowns.",surprise,confusion,mild
"00:42:56,000","00:42:59,000",And when you hang us up and tell us where it was our second task.,anger,annoyance,moderate
"00:42:59,000","00:43:00,000",What did you have?,happiness,curiosity,mild
"00:43:00,000","00:43:01,000",Kordynaty.,neutral,neutral,neutral
"00:43:01,000","00:43:04,000",The coordinates are here across the street.,neutral,neutral,neutral
"00:43:04,000","00:43:05,000",Co?,surprise,confusion,mild
"00:43:05,000","00:43:06,000","I said, come.",neutral,neutral,neutral
"00:43:06,000","00:43:07,000",Co?,surprise,confusion,mild
"00:43:07,000","00:43:08,000",Where?,surprise,confusion,mild
"00:43:08,000","00:43:09,000",NO.,anger,annoyance,mild
"00:43:09,000","00:43:10,000","I said, come.",neutral,neutral,neutral
"00:43:10,000","00:43:11,000",NO.,anger,annoyance,mild
"00:43:11,000","00:43:12,000",What was it about?,surprise,confusion,mild
"00:43:12,000","00:43:13,000",NO.,anger,annoyance,mild
"00:43:13,000","00:43:14,000",This is this stop?,surprise,confusion,mild
"00:43:14,000","00:43:15,000",NO.,anger,annoyance,mild
"00:43:15,000","00:43:16,000",NO.,anger,annoyance,mild
"00:43:16,000","00:43:17,000",I said.,neutral,neutral,neutral
"00:43:17,000","00:43:19,000","I said, let's go to the stop to see.",neutral,neutral,neutral
"00:43:19,000","00:43:20,000","No, no.",anger,annoyance,mild
"00:43:20,000","00:43:21,000",This is already ...,neutral,neutral,neutral
"00:43:21,000","00:43:23,000","And you were at the stop, right?",happiness,curiosity,mild
"00:43:23,000","00:43:24,000","I said, let's go, let's see.",neutral,neutral,neutral
"00:43:24,000","00:43:27,000","No, it doesn't make sense, let's go now, because here is two minutes.",anger,annoyance,mild
"00:43:27,000","00:43:29,000",I fart.,fear,embarrassment,mild
"00:43:29,000","00:43:31,000",We stood here like idioti.,anger,annoyance,moderate
"00:43:31,000","00:43:32,000",Why didn't I go there myself?,,,
"00:43:32,000","00:43:33,000",Did you stand next to it?,happiness,curiosity,mild
"00:43:33,000","00:43:35,000",Yes and we didn't come.,sadness,disappointment,moderate
"00:43:35,000","00:43:38,000","And someone else tells me, let's not split up, let's not split up.",neutral,neutral,neutral
"00:43:38,000","00:43:39,000",Forge.,neutral,neutral,neutral
"00:43:39,000","00:43:42,000",What's going on here?,surprise,confusion,mild
"00:43:42,000","00:43:43,000",Fun fact.,happiness,amusement,mild
"00:43:43,000","00:43:44,000","Okay, listen.",neutral,neutral,neutral
"00:43:44,000","00:43:45,000",This is not our task.,surprise,realization,mild
"00:43:45,000","00:43:46,000",But seriously?,surprise,surprise,mild
"00:43:46,000","00:43:47,000",Not.,neutral,neutral,neutral
"00:43:47,000","00:43:48,000","But he would probably be credited, no?",happiness,curiosity,mild
"00:43:48,000","00:43:49,000",Artistry is vandalized.,disgust,disapproval,moderate
"00:43:49,000","00:43:50,000",Probably yes.,neutral,neutral,neutral
"00:43:51,000","00:43:53,000","After the task, participants returned to the mafia's house.",neutral,neutral,neutral
"00:43:53,000","00:43:55,000","Beloved, congratulations.",happiness,approval,moderate
"00:43:55,000","00:43:57,000",You were very brave today.,happiness,admiration,moderate
"00:43:57,000","00:43:59,000","You will receive PLN 1,000 for each task completed.",neutral,neutral,neutral
"00:43:59,000","00:44:02,000",You had very little time to make them.,anger,annoyance,mild
"00:44:02,000","00:44:06,000",I wanted to check how you can do them under such pressure.,happiness,curiosity,moderate
"00:44:06,000","00:44:10,000","And additionally, if a given group performed two tasks, an additional PLN 1,000.",neutral,neutral,neutral
"00:44:10,000","00:44:12,000",Please tell me how many tasks have you done?,happiness,curiosity,mild
"00:44:12,000","00:44:13,000",One unfortunately.,sadness,disappointment,mild
"00:44:13,000","00:44:14,000",With the mayor.,neutral,neutral,neutral
"00:44:14,000","00:44:16,000",What task did you not do?,happiness,curiosity,mild
"00:44:16,000","00:44:18,000",Stop line 1.,neutral,neutral,neutral
"00:44:18,000","00:44:24,000","It turned out that we simply got in the matter of 50% just in this direction, where this stop was not,",surprise,confusion,moderate
"00:44:24,000","00:44:26,000",Because we traveled with the viewer half a worship.,surprise,confusion,mild
"00:44:26,000","00:44:30,000","On the list it says that 30 minutes is like a whole loop,",neutral,neutral,neutral
"00:44:30,000","00:44:34,000",So as if we had to just choose randomly we are going and we went to the one you have ...,surprise,confusion,mild
"00:44:34,000","00:44:36,000",I understand posts why you are suspected.,surprise,realization,mild
"00:44:36,000","00:44:43,000","It worked very much in favor of Posti, how terrible he explained that we were unable to do the task.",disgust,disapproval,moderate
"00:44:43,000","00:44:46,000","Because many people came to the conclusion that hey, maybe he is not guilty,",surprise,realization,mild
"00:44:46,000","00:44:50,000","Only he just talks about things that he can't sell, no?",disgust,disapproval,mild
"00:44:50,000","00:44:52,000",This is the way it tells.,neutral,neutral,neutral
"00:44:52,000","00:44:53,000","Well, don't do it.",disgust,disapproval,mild
"00:44:53,000","00:44:55,000",A mega strange explanation in this drama.,surprise,confusion,moderate
"00:44:55,000","00:44:56,000",Don't do it.,disgust,disapproval,mild
"00:44:56,000","00:45:01,000","You get PLN 1,000, so you now have PLN 11,500 in the pool.",neutral,neutral,neutral
"00:45:01,000","00:45:03,000",We had to cook dinner ...,neutral,neutral,neutral
"00:45:03,000","00:45:05,000",For the inhabitants of Gorlice.,neutral,neutral,neutral
"00:45:05,000","00:45:09,000","Exactly, and go to the market to the enemy that took over this market.",neutral,neutral,neutral
"00:45:10,000","00:45:16,000","That is why you receive PLN 2,000 for a common pool and an additional 1000, due to the fact that there are two tasks.",neutral,neutral,neutral
"00:45:16,000","00:45:21,000","And unfortunately the other teams, not only did they not do the task, they are one team,",sadness,disappointment,mild
"00:45:21,000","00:45:24,000","Specifically, it was a team there where Naruciak, Julita,",neutral,neutral,neutral
"00:45:24,000","00:45:28,000","It was their team who got to the stalls from Freez, so he took them.",neutral,neutral,neutral
"00:45:28,000","00:45:30,000","You completed one task, i.e. you get 1000 PLN.",neutral,neutral,neutral
"00:45:30,000","00:45:31,000",But what?,surprise,confusion,mild
"00:45:31,000","00:45:35,000","And the mandate minus 250, also 750.",neutral,neutral,neutral
"00:45:35,000","00:45:39,000","If I count well, we have PLN 15,250 in the pool.",neutral,neutral,neutral
"00:45:39,000","00:45:41,000",Congratulations to you.,happiness,approval,mild
"00:45:42,000","00:45:46,000","But that's not all. As you remember, the mafia in this task could mix up and get cards.",happiness,curiosity,mild
"00:45:46,000","00:45:51,000","Due to the fact that there were only four tasks, so two cards went to the mafia.",neutral,neutral,neutral
"00:45:51,000","00:45:57,000","With your task there was one more important issue, namely you had a gigantic hint there.",happiness,curiosity,moderate
"00:45:57,000","00:46:02,000",So your task was to paint the mural on which the mafia logo was,neutral,neutral,neutral
"00:46:03,000","00:46:09,000",and the most important information concerning you today everyone participating in this task.,neutral,neutral,neutral
"00:46:09,000","00:46:13,000","Only that we did not arrive there, which is why we do not have the information that I want to say now uncle.",sadness,disappointment,mild
"00:46:13,000","00:46:16,000","Listen, a lot of compliments from you fell here,",happiness,gratitude,mild
"00:46:16,000","00:46:19,000",That's why I decided that I could sell you this hint.,happiness,curiosity,mild
"00:46:19,000","00:46:23,000","Uncle Łuki offered us after a few minutes of negotiations,",neutral,neutral,neutral
"00:46:23,000","00:46:29,000","That for PLN 2,250, which he will take from the pool, he will sell us a great info.",happiness,curiosity,moderate
"00:46:29,000","00:46:34,000",I really thought that it would not be profitable.,sadness,disappointment,mild
"00:46:34,000","00:46:38,000","You have no right to spend our common money, because first of all it is,",disgust,disapproval,moderate
"00:46:38,000","00:46:40,000","Secondly, you earned the least, no?",disgust,disapproval,mild
"00:46:40,000","00:46:41,000",I would take it.,happiness,desire,mild
"00:46:41,000","00:46:42,000",We take!,happiness,excitement,moderate
"00:46:42,000","00:46:43,000","Okay, who is in favor of taking it?",happiness,curiosity,mild
"00:46:43,000","00:46:44,000",Let's just vote.,neutral,neutral,neutral
"00:46:44,000","00:46:45,000",I take it.,neutral,neutral,neutral
"00:46:46,000","00:46:48,000","I would take, for content, no? Because it's a plot.",happiness,curiosity,mild
"00:46:48,000","00:46:53,000",It was a bit surprised to me the most that everyone so easily released the money that they did not earn at all.,surprise,surprise,moderate
"00:46:53,000","00:46:56,000",There was no mafia in one of the groups today.,neutral,neutral,neutral
"00:46:56,000","00:46:57,000","Well, I thought about it.",surprise,realization,mild
"00:46:57,000","00:47:04,000","He later said a lot of fun, waved his hand like a pope and went out to watch how hell was happening.",happiness,amusement,moderate
"00:47:04,000","00:47:07,000","Okay, do you suspect of us that any of us is from the mafia?",happiness,curiosity,moderate
"00:47:07,000","00:47:08,000",Not.,neutral,neutral,neutral
"00:47:08,000","00:47:09,000","Well, you didn't do the task.",disgust,disapproval,mild
"00:47:09,000","00:47:13,000","Generally, theoretically, this is the closest to the mafia here, because there are three, so ...",happiness,curiosity,mild
"00:47:13,000","00:47:18,000","I'll tell you something. You just bought a hint that f *** and gave us even more,",anger,annoyance,moderate
"00:47:18,000","00:47:22,000","You have spent money on it, Mordo, it does not mean that you are from the mafia or you.",disgust,disapproval,mild
"00:47:22,000","00:47:25,000","We have to save, let's save groups.",happiness,optimism,mild
"00:47:25,000","00:47:29,000","It brightened the situation a bit and thanks to that I see it all I clean a lot, much better,",happiness,relief,moderate
"00:47:29,000","00:47:33,000","But I see that it was very divided with a gesture of the atmosphere, there were arguments immediately.",anger,annoyance,moderate
"00:47:33,000","00:47:35,000",It is further either she or him.,surprise,confusion,mild
"00:47:35,000","00:47:36,000",No.,neutral,neutral,neutral
"00:47:36,000","00:47:37,000",Who's that?,happiness,curiosity,mild
"00:47:37,000","00:47:39,000","No, Posti is not.",neutral,neutral,neutral
"00:47:39,000","00:47:43,000","Yes, old, too obvious, it is so obvious and it is so overclocked.",anger,annoyance,mild
"00:47:43,000","00:47:46,000",Żabson accused and shouted.,anger,anger,moderate
"00:47:46,000","00:47:50,000","No, I mean you are not suspected because it is not 50-50.",neutral,neutral,neutral
"00:47:50,000","00:47:52,000",Fausti argued with postilla.,anger,anger,moderate
"00:47:52,000","00:47:54,000","Concrete accusations, it is amazing.",surprise,surprise,mild
"00:47:54,000","00:47:56,000",Now you are displacing the truth.,disgust,disapproval,moderate
"00:47:56,000","00:47:58,000",I do not displace it because I told you that you are saying it is true.,neutral,neutral,neutral
"00:47:58,000","00:47:59,000",You threw about the frog.,surprise,confusion,mild
"00:47:59,000","00:48:01,000","I threw, we considered all the scenarios.",neutral,neutral,neutral
"00:48:01,000","00:48:07,000","Man, I don't know. It seems to me that Faustina is impressed in something and that she must behave somehow strangely and do something.",surprise,confusion,moderate
"00:48:07,000","00:48:09,000",Posti seems to me that he is full too.,neutral,neutral,neutral
"00:48:09,000","00:48:13,000","It's just the point that she changed, like Julita, for example, a totally side.",surprise,confusion,mild
"00:48:13,000","00:48:15,000",I didn't change the page!,anger,annoyance,moderate
"00:48:15,000","00:48:16,000",Faustina!,neutral,neutral,neutral
"00:48:16,000","00:48:18,000","I don't know, Fausti, I don't get what you are doing.",surprise,confusion,moderate
"00:48:18,000","00:48:21,000","Why are you so lying that I change a page, if no one has a clear side?",anger,annoyance,moderate
"00:48:21,000","00:48:24,000","In general, we sat outside you, Julita, you, me and Faustin.",neutral,neutral,neutral
"00:48:24,000","00:48:31,000","Yes, yes. And I can recover the whole conversation to A to Z, and you leave the conversation and talk about 180 degrees yes.",anger,annoyance,moderate
"00:48:31,000","00:48:32,000",Julita changes the side of Fausty's weapon.,surprise,confusion,mild
"00:48:32,000","00:48:33,000",There has never been such a thing.,neutral,neutral,neutral
"00:48:33,000","00:48:35,000",You were also negative yesterday.,disgust,disapproval,mild
"00:48:35,000","00:48:38,000","There has never been such a situation, because I and Faustin enter and we are against you.",,,
"00:48:38,000","00:48:40,000",We are simply against you.,disgust,disapproval,moderate
"00:48:40,000","00:48:42,000",You threw around the frog and confirmed it to us.,surprise,confusion,mild
"00:48:42,000","00:48:44,000","No, there was no such situation at all.",,,
"00:48:44,000","00:48:48,000",At this point I am crazy that I haven't taken someone with myself yet for this conversation.,anger,annoyance,moderate
