start_time,end_time,text,emotion,sub_emotion,intensity,emotion_encoded,sub_emotion_encoded,intensity_encoded
"00:18:00,000","00:18:01,000",Crap.,disgust,disgust,moderate,1,12,1
"00:18:01,000","00:18:02,000",Thank you very much.,happiness,gratitude,mild,3,16,0
"00:18:02,000","00:18:03,000",Let me tell you.,neutral,neutral,mild,4,22,0
"00:18:03,000","00:18:04,000",Yes.,neutral,neutral,mild,4,22,0
"00:18:04,000","00:18:05,000",Do we get some doll here too.,happiness,curiosity,mild,3,8,0
"00:18:05,000","00:18:06,000",Customers.,neutral,neutral,mild,4,22,0
"00:18:06,000","00:18:07,000",Thank God they are full of dolls.,happiness,relief,mild,3,26,0
"00:18:07,000","00:18:08,000",Candidates are the ones.,neutral,neutral,mild,4,22,0
"00:18:09,000","00:18:12,000",Basil does not seem willing to be serious for anyone's grace.,disgust,disapproval,moderate,1,11,1
"00:18:12,000","00:18:16,000",And he finds ways to spend time since customers do not exist for a sample either.,sadness,disappointment,moderate,5,10,1
"00:18:18,000","00:18:19,000",Not too much bar.,neutral,neutral,mild,4,22,0
"00:18:19,000","00:18:20,000",Thank you very much.,happiness,gratitude,mild,3,16,0
"00:18:20,000","00:18:26,000",A neighborhood restaurant must normally calculate for its survival in the preference of people in the area.,surprise,realization,moderate,6,25,1
"00:18:26,000","00:18:30,000","But in the case of the 42 -year -old owner, this does not seem to be the case.",sadness,disappointment,moderate,5,10,1
"00:18:35,000","00:18:36,000",What do we do here.,surprise,confusion,moderate,6,7,1
"00:18:37,000","00:18:38,000",What do we do. Look at what we do.,surprise,confusion,moderate,6,7,1
"00:18:39,000","00:18:40,000",Second what happened.,surprise,confusion,mild,6,7,0
"00:18:40,000","00:18:42,000","Me, Basil. He knows.",neutral,neutral,mild,4,22,0
"00:18:42,000","00:18:43,000",Santa Claus!,surprise,surprise,mild,6,29,0
"00:18:43,000","00:18:44,000",Santa Claus scored with the doll.,happiness,amusement,mild,3,1,0
"00:18:44,000","00:18:46,000",What are you doing here with the dolls constructions you.,surprise,confusion,moderate,6,7,1
"00:18:46,000","00:18:47,000",Which dolls.,surprise,confusion,mild,6,7,0
"00:18:47,000","00:18:49,000",Does not mean. I'm going to change. We will say in a little while.,neutral,neutral,mild,4,22,0
"00:18:49,000","00:18:50,000",We will say in a little while.,neutral,neutral,mild,4,22,0
"00:18:52,000","00:18:55,000","Christos is in a hurry to prepare the kitchen even at the last minute,",fear,nervousness,moderate,2,21,1
"00:18:55,000","00:18:58,000","After a little while Hector Botrin will observe him closely,",fear,nervousness,moderate,2,21,1
"00:18:58,000","00:19:01,000",It must be illuminated in those few that he knows how to do.,neutral,neutral,mild,4,22,0
"00:19:01,000","00:19:02,000",What happened.,surprise,confusion,mild,6,7,0
"00:19:02,000","00:19:03,000",Well.,neutral,neutral,mild,4,22,0
"00:19:03,000","00:19:05,000","From the time we came, what you have done.",disgust,disapproval,moderate,1,11,1
"00:19:05,000","00:19:07,000","I have cleaned the kitchen, I have cut these.",neutral,neutral,mild,4,22,0
"00:19:07,000","00:19:09,000",You do not clean the kitchen in the morning and evening.,disgust,disapproval,moderate,1,11,1
"00:19:10,000","00:19:11,000",Yes.,neutral,neutral,mild,4,22,0
"00:19:11,000","00:19:14,000","And in the evening, sixth, to clean the kitchen and in the morning.",neutral,neutral,mild,4,22,0
"00:19:14,000","00:19:16,000","You don't sit well, as if you were blessing from above.",disgust,disapproval,moderate,1,11,1
"00:19:16,000","00:19:17,000","What to do, I have nothing to do.",neutral,neutral,mild,4,22,0
"00:19:17,000","00:19:19,000","And what is this apron, a waitress.",disgust,disapproval,moderate,1,11,1
"00:19:20,000","00:19:21,000",Have not taken others.,surprise,confusion,mild,6,7,0
"00:19:21,000","00:19:22,000","What happened, well.",surprise,confusion,mild,6,7,0
"00:19:22,000","00:19:23,000",Well.,neutral,neutral,mild,4,22,0
"00:19:23,000","00:19:24,000",This is how you get in and preference in the kitchen.,disgust,disapproval,moderate,1,11,1
"00:19:24,000","00:19:26,000","Your apron is, the disease.",disgust,disgust,moderate,1,12,1
"00:19:26,000","00:19:27,000","One apron, you have nothing.",disgust,disapproval,moderate,1,11,1
"00:19:27,000","00:19:28,000",Where is your apron.,anger,annoyance,mild,0,3,0
"00:19:28,000","00:19:30,000","I have an apron, Christ, because I will make him Loussana from inside.",neutral,neutral,mild,4,22,0
"00:19:30,000","00:19:31,000",But I am talking to your Virgin Mary.,surprise,confusion,mild,6,7,0
"00:19:32,000","00:19:33,000",Come.,neutral,neutral,mild,4,22,0
"00:19:33,000","00:19:35,000","Oh, nice models. Senoles, E.",happiness,admiration,mild,3,0,0
"00:19:35,000","00:19:37,000",Your apron will wear it normally.,disgust,disapproval,moderate,1,11,1
"00:19:38,000","00:19:39,000",Tell what we do.,surprise,confusion,moderate,6,7,1
"00:19:39,000","00:19:40,000",You ask me what we do.,surprise,confusion,moderate,6,7,1
"00:19:40,000","00:19:41,000",You are the cook.,neutral,neutral,mild,4,22,0
"00:19:42,000","00:19:43,000",What do we do. Preparation.,surprise,confusion,moderate,6,7,1
"00:19:43,000","00:19:44,000",Where is the preparation.,anger,annoyance,moderate,0,3,1
"00:19:44,000","00:19:45,000",I want to put her potato to clean.,neutral,neutral,mild,4,22,0
"00:19:45,000","00:19:46,000",Because potato doesn't give me.,neutral,neutral,mild,4,22,0
"00:19:46,000","00:19:47,000",Take potato.,neutral,neutral,mild,4,22,0
"00:19:47,000","00:19:48,000",I don't have this to put a potato.,anger,annoyance,mild,0,3,0
"00:19:48,000","00:19:49,000",I want to put her potato to clean.,happiness,desire,mild,3,9,0
"00:19:49,000","00:19:51,000",Who puts her and what we will do to her.,surprise,confusion,moderate,6,7,1
"00:19:51,000","00:19:52,000",To saboca in the world.,surprise,confusion,moderate,6,7,1
"00:19:53,000","00:19:54,000",Let's go.,happiness,excitement,mild,3,14,0
"00:19:54,000","00:19:55,000",We started.,neutral,neutral,mild,4,22,0
"00:19:57,000","00:19:59,000",You have eaten the banco from rubbing.,surprise,confusion,moderate,6,7,1
"00:20:00,000","00:20:01,000",What is this Africa.,surprise,confusion,moderate,6,7,1
"00:20:01,000","00:20:01,000",Santa Claus!,surprise,surprise,moderate,6,29,1
"00:20:01,000","00:20:02,000","Well, get out now.",anger,annoyance,moderate,0,3,1
"00:20:02,000","00:20:03,000",Now!,fear,fear,strong,2,15,2
"00:20:06,000","00:20:11,000","Vasilis surpasses himself and spasges to serve the first customers, making a good start.",happiness,admiration,moderate,3,0,1
"00:20:13,000","00:20:16,000","What happened, we took out the scallops and people came in.",surprise,surprise,mild,6,29,0
"00:20:16,000","00:20:17,000",Let me tell you. You know why.,happiness,curiosity,mild,3,8,0
"00:20:17,000","00:20:19,000",Because they look like scarecrows.,disgust,disapproval,mild,1,11,0
"00:20:19,000","00:20:20,000",A foot.,surprise,confusion,mild,6,7,0
"00:20:21,000","00:20:24,000",It seems that today everyone has decided to show character.,happiness,approval,moderate,3,4,1
"00:20:24,000","00:20:27,000",And so the help of the assistant follows Basil's example.,happiness,admiration,mild,3,0,0
"00:20:27,000","00:20:29,000","What happened, where it is, was lost in the way he wants.",surprise,confusion,moderate,6,7,1
"00:20:37,000","00:20:41,000","Now what is it, then a nice Ontas, ready to leave.",surprise,confusion,moderate,6,7,1
"00:20:42,000","00:20:43,000","If he comes to get him, e.",neutral,neutral,mild,4,22,0
"00:20:44,000","00:20:45,000",Santa Claus!,surprise,surprise,moderate,6,29,1
"00:20:47,000","00:20:48,000","I'll go out, my Christ.",anger,annoyance,moderate,0,3,1
"00:20:51,000","00:20:52,000","Okay, it's not a situation though.",disgust,disapproval,mild,1,11,0
"00:20:52,000","00:20:53,000",Santa Claus!,surprise,surprise,moderate,6,29,1
"00:20:54,000","00:20:55,000",I'm going to look for you.,neutral,neutral,mild,4,22,0
"00:20:56,000","00:20:57,000",You've gone for a pee.,neutral,neutral,mild,4,22,0
"00:20:57,000","00:20:58,000",Your hands are washed.,neutral,neutral,mild,4,22,0
"00:20:58,000","00:20:59,000",I wash them.,neutral,neutral,mild,4,22,0
"00:20:59,000","00:21:00,000",Wash your hands.,happiness,caring,mild,3,6,0
"00:21:00,000","00:21:01,000",I bake them.,surprise,confusion,mild,6,7,0
"00:21:02,000","00:21:03,000",I bake them.,surprise,confusion,mild,6,7,0
"00:21:03,000","00:21:04,000","Wash people, don't wash like that.",disgust,disapproval,mild,1,11,0
"00:21:04,000","00:21:05,000",Like you don't wash.,disgust,disapproval,mild,1,11,0
"00:21:05,000","00:21:06,000",Go to Dako and go for a hawth.,surprise,confusion,moderate,6,7,1
"00:21:06,000","00:21:07,000",Now the world will leave.,fear,fear,moderate,2,15,1
"00:21:07,000","00:21:08,000","I will leave, I will leave, I will leave.",happiness,optimism,moderate,3,23,1
"00:21:09,000","00:21:12,000",Now you are looking for babies.,surprise,confusion,moderate,6,7,1
"00:21:12,000","00:21:15,000",You make a recipe and you do not know the patches you put in your food.,disgust,disapproval,moderate,1,11,1
"00:21:15,000","00:21:16,000",You don't know.,disgust,disapproval,mild,1,11,0
"00:21:16,000","00:21:17,000","Well, no.",disgust,disapproval,mild,1,11,0
"00:21:17,000","00:21:21,000",We hope the customer understand that he has.,neutral,neutral,mild,4,22,0
"00:21:21,000","00:21:24,000",And if one has an allergy it doesn't matter.,neutral,neutral,mild,4,22,0
"00:21:24,000","00:21:26,000",Nearby is the island.,neutral,neutral,mild,4,22,0
"00:21:26,000","00:21:27,000",What happened.,surprise,confusion,mild,6,7,0
"00:21:27,000","00:21:28,000",What do you eat again.,happiness,curiosity,mild,3,8,0
"00:21:28,000","00:21:29,000",What is going on.,surprise,confusion,moderate,6,7,1
"00:21:29,000","00:21:30,000",Well friend.,neutral,neutral,mild,4,22,0
"00:21:30,000","00:21:31,000",Now with the world you are eating.,surprise,confusion,moderate,6,7,1
"00:21:31,000","00:21:32,000",To enter the birds that are burning.,surprise,confusion,moderate,6,7,1
"00:21:32,000","00:21:33,000",You have the movie inside you.,happiness,curiosity,mild,3,8,0
"00:21:34,000","00:21:35,000",You don't corte it with anything.,surprise,confusion,mild,6,7,0
"00:21:35,000","00:21:38,000","Don't see you again to put food, customer and mouth again.",disgust,disapproval,moderate,1,11,1
"00:21:38,000","00:21:40,000",I try quality control I am buddy.,neutral,neutral,mild,4,22,0
"00:21:40,000","00:21:41,000",Go the same.,neutral,neutral,mild,4,22,0
"00:21:41,000","00:21:42,000",Quality control.,neutral,neutral,mild,4,22,0
"00:21:42,000","00:21:43,000",Go the same.,neutral,neutral,mild,4,22,0
"00:21:43,000","00:21:44,000",I'm looking for her.,happiness,curiosity,moderate,3,8,1
"00:21:44,000","00:21:45,000",Cut.,neutral,neutral,mild,4,22,0
"00:21:45,000","00:21:46,000",Give them that too.,neutral,neutral,mild,4,22,0
"00:21:46,000","00:21:47,000",Apologize to them.,sadness,remorse,mild,5,27,0
"00:21:47,000","00:21:48,000",We don't have a dude.,sadness,disappointment,mild,5,10,0
"00:21:48,000","00:21:49,000",At least you have oil.,happiness,relief,mild,3,26,0
"00:21:49,000","00:21:50,000",Put some oil over the tomato.,neutral,neutral,mild,4,22,0
"00:21:51,000","00:21:52,000",Go a little.,neutral,neutral,mild,4,22,0
"00:21:56,000","00:21:57,000",I burn them another.,anger,annoyance,moderate,0,3,1
"00:21:57,000","00:21:58,000",Give it here.,neutral,neutral,mild,4,22,0
"00:21:58,000","00:21:59,000",I burn them another.,anger,annoyance,moderate,0,3,1
"00:21:59,000","00:22:00,000",What are you doing now fucking Bahiria.,anger,anger,strong,0,2,2
"00:22:00,000","00:22:01,000",I put it in.,neutral,neutral,mild,4,22,0
"00:22:01,000","00:22:02,000",I went here in.,neutral,neutral,mild,4,22,0
"00:22:02,000","00:22:03,000",Knives continuously.,surprise,confusion,mild,6,7,0
"00:22:03,000","00:22:04,000",What a continuation.,surprise,confusion,mild,6,7,0
"00:22:04,000","00:22:05,000",Knives you pop women.,disgust,disgust,strong,1,12,2
"00:22:05,000","00:22:06,000",They didn't see me.,happiness,relief,mild,3,26,0
"00:22:06,000","00:22:07,000",Knives didn't see me.,happiness,relief,mild,3,26,0
"00:22:07,000","00:22:08,000",I was so fucking.,anger,anger,strong,0,2,2
"00:22:08,000","00:22:09,000",Grab a bottle of water.,neutral,neutral,mild,4,22,0
"00:22:09,000","00:22:10,000",I'll tell you.,neutral,neutral,mild,4,22,0
"00:22:10,000","00:22:11,000",Tipola.,neutral,neutral,mild,4,22,0
"00:22:12,000","00:22:15,000",To leave I will see with my husband.,neutral,neutral,mild,4,22,0
"00:22:15,000","00:22:16,000",Get away.,anger,annoyance,moderate,0,3,1
"00:22:20,000","00:22:21,000",Ok.,neutral,neutral,mild,4,22,0
"00:22:21,000","00:22:23,000",The situation is truly.,surprise,confusion,mild,6,7,0
"00:22:23,000","00:22:26,000",Today I could not literally drown him.,anger,anger,strong,0,2,2
"00:22:26,000","00:22:28,000",Literally to drown him.,anger,anger,strong,0,2,2
"00:22:28,000","00:22:30,000",I broke the dishes.,anger,annoyance,moderate,0,3,1
"00:22:33,000","00:22:35,000",I believe in mind.,neutral,neutral,mild,4,22,0
"00:22:35,000","00:22:37,000",The man is for the Brighian House.,disgust,disapproval,moderate,1,11,1
"00:22:38,000","00:22:39,000",I will not come.,neutral,neutral,mild,4,22,0
"00:22:40,000","00:22:41,000",Because you don't have the money.,sadness,disappointment,moderate,5,10,1
"00:22:41,000","00:22:42,000",There is no money.,sadness,disappointment,moderate,5,10,1
"00:22:42,000","00:22:43,000",Open the beam on my own.,happiness,optimism,moderate,3,23,1
"00:22:43,000","00:22:44,000",Open the beam.,neutral,neutral,mild,4,22,0
"00:22:44,000","00:22:45,000",Open the beam.,neutral,neutral,mild,4,22,0
"00:22:45,000","00:22:46,000",You don't need 300 euros.,neutral,neutral,mild,4,22,0
"00:22:46,000","00:22:48,000",It's not nice to watch out for the world.,disgust,disapproval,moderate,1,11,1
"00:22:48,000","00:22:49,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,anger,annoyance,moderate,0,3,1
"00:22:49,000","00:22:50,000",Fine.,neutral,neutral,mild,4,22,0
"00:22:50,000","00:22:51,000",It is rolling here.,neutral,neutral,mild,4,22,0
"00:22:51,000","00:22:52,000",From now on you will be like a human being.,disgust,disapproval,mild,1,11,0
"00:22:52,000","00:22:54,000",Really with Our Lady you will eat a lot of wood.,disgust,disapproval,moderate,1,11,1
"00:22:54,000","00:22:57,000",The remarking of the next group coincides with a heavier climate.,neutral,neutral,mild,4,22,0
"00:22:57,000","00:22:59,000",And the effort made to relieve the situation.,happiness,relief,mild,3,26,0
"00:22:59,000","00:23:02,000",Basil owes due to positions to hold his waters,disgust,disapproval,mild,1,11,0
"00:23:02,000","00:23:04,000",and be kind to customers.,happiness,approval,mild,3,4,0
"00:23:04,000","00:23:05,000",This is not a shop.,disgust,disapproval,moderate,1,11,1
"00:23:05,000","00:23:06,000",It is b **** plain.,disgust,disapproval,moderate,1,11,1
"00:23:08,000","00:23:10,000",I have to get a class in general I think so.,surprise,realization,mild,6,25,0
"00:23:10,000","00:23:11,000",These things don't stand.,disgust,disapproval,moderate,1,11,1
"00:23:11,000","00:23:13,000",I have knitted this to sell me.,neutral,neutral,mild,4,22,0
"00:23:13,000","00:23:14,000",It's not that you have knitted.,disgust,disapproval,mild,1,11,0
"00:23:14,000","00:23:16,000",You have to work these things more seriously.,disgust,disapproval,moderate,1,11,1
"00:23:16,000","00:23:17,000",It's everywhere full of blood.,disgust,disgust,strong,1,12,2
"00:23:19,000","00:23:21,000","You are stuck, you are slaughtered.",fear,fear,strong,2,15,2
"00:23:21,000","00:23:22,000",What are these evenings.,surprise,confusion,mild,6,7,0
"00:23:22,000","00:23:23,000",They end here.,neutral,neutral,mild,4,22,0
"00:23:23,000","00:23:25,000",G **** me my ****.,anger,anger,strong,0,2,2
"00:23:25,000","00:23:26,000",We messed up.,sadness,disappointment,moderate,5,10,1
"00:23:28,000","00:23:31,000",And where it seemed that after the storm would come calm,sadness,disappointment,mild,5,10,0
"00:23:31,000","00:23:34,000",An incident came to shake the nerves of the kitchen again.,anger,annoyance,moderate,0,3,1
"00:23:34,000","00:23:36,000",The problem that our chef found yesterday in food,neutral,neutral,mild,4,22,0
"00:23:36,000","00:23:38,000",It was not just his idea.,surprise,realization,mild,6,25,0
"00:23:40,000","00:23:41,000",Sorry.,sadness,remorse,mild,5,27,0
"00:23:41,000","00:23:42,000",What happened again.,anger,annoyance,mild,0,3,0
"00:23:42,000","00:23:44,000","You don't tell me, Lord, since you have it.",surprise,confusion,mild,6,7,0
"00:23:44,000","00:23:46,000",It is existing sir.,neutral,neutral,mild,4,22,0
"00:23:46,000","00:23:48,000","We will treat the table, sir.",neutral,neutral,mild,4,22,0
"00:23:48,000","00:23:50,000","Yes, she got.",neutral,neutral,mild,4,22,0
"00:23:50,000","00:23:51,000",We will treat it.,neutral,neutral,mild,4,22,0
"00:23:51,000","00:23:52,000",He has the solution tells us.,happiness,optimism,mild,3,23,0
"00:23:52,000","00:23:53,000",Ready.,neutral,neutral,mild,4,22,0
"00:23:53,000","00:23:54,000",It has the solution ready.,happiness,optimism,mild,3,23,0
"00:23:54,000","00:23:55,000","No, no, no, no.",disgust,disapproval,moderate,1,11,1
"00:23:55,000","00:23:56,000",For a situation.,neutral,neutral,mild,4,22,0
"00:23:57,000","00:23:59,000",You have a complaint in the shop.,anger,annoyance,mild,0,3,0
"00:23:59,000","00:24:00,000",I have filled it.,neutral,neutral,mild,4,22,0
"00:24:00,000","00:24:01,000","Where it is, bring it here.",neutral,neutral,mild,4,22,0
"00:24:07,000","00:24:08,000",Good evening.,neutral,neutral,mild,4,22,0
"00:24:08,000","00:24:09,000",Good evening.,neutral,neutral,mild,4,22,0
"00:24:09,000","00:24:10,000",Sorry for the upheaval.,sadness,remorse,mild,5,27,0
"00:24:10,000","00:24:12,000","Well, if you have a complaint,",neutral,neutral,mild,4,22,0
"00:24:12,000","00:24:14,000",I want you to write it here.,neutral,neutral,mild,4,22,0
"00:24:14,000","00:24:15,000",I leave it to you.,neutral,neutral,mild,4,22,0
"00:24:15,000","00:24:17,000",I leave you a pen.,neutral,neutral,mild,4,22,0
"00:24:17,000","00:24:20,000","Well, I leave you all the book that you probably have a lot to write.",anger,annoyance,mild,0,3,0
"00:24:20,000","00:24:21,000",I have a lot to write.,neutral,neutral,mild,4,22,0
"00:24:21,000","00:24:22,000",Too much.,anger,annoyance,mild,0,3,0
"00:24:22,000","00:24:23,000",The heart of the heart.,surprise,confusion,mild,6,7,0
"00:24:23,000","00:24:24,000",Change everything.,happiness,optimism,moderate,3,23,1
"00:24:25,000","00:24:28,000","Each restaurant is obliged by law to have a complaint box,",neutral,neutral,mild,4,22,0
"00:24:28,000","00:24:29,000",Although rarely used.,neutral,neutral,mild,4,22,0
"00:24:29,000","00:24:32,000",But what happens when our chef urges customers to do it.,happiness,curiosity,moderate,3,8,1
"00:24:33,000","00:24:35,000","Guys, this thing is unacceptable.",disgust,disapproval,strong,1,11,2
"00:24:35,000","00:24:38,000",I have the feeling that you are really unaware.,sadness,disappointment,moderate,5,10,1
"00:24:38,000","00:24:39,000",This is not a thing.,surprise,confusion,mild,6,7,0
"00:24:39,000","00:24:41,000",I don't think things are like that.,disgust,disapproval,mild,1,11,0
"00:24:41,000","00:24:43,000",Give the world to eat.,happiness,desire,moderate,3,9,1
"00:24:43,000","00:24:45,000","I'm going to change, we'll say it for a while.",happiness,optimism,moderate,3,23,1
"00:24:45,000","00:24:47,000","Kids, to cry our fate.",sadness,sadness,moderate,5,28,1
"00:24:47,000","00:24:48,000",Our rice.,neutral,neutral,mild,4,22,0
"00:24:49,000","00:24:50,000","Kids, thank you very much.",happiness,gratitude,mild,3,16,0
"00:24:50,000","00:24:51,000",Good.,neutral,neutral,mild,4,22,0
"00:24:55,000","00:24:57,000",Get to start with the good or the bad.,happiness,curiosity,mild,3,8,0
"00:24:57,000","00:24:58,000",With the good.,neutral,neutral,mild,4,22,0
"00:24:58,000","00:24:59,000",With the good.,neutral,neutral,mild,4,22,0
"00:24:59,000","00:25:00,000",Nothing good.,sadness,disappointment,moderate,5,10,1
"00:25:00,000","00:25:01,000",The best they wrote is.,sadness,disappointment,moderate,5,10,1
"00:25:01,000","00:25:02,000","Bad food, miserable service.",disgust,disgust,strong,1,12,2
"00:25:02,000","00:25:04,000",Now the table has written.,neutral,neutral,mild,4,22,0
"00:25:04,000","00:25:05,000",Fish were not fresh.,disgust,disgust,strong,1,12,2
"00:25:05,000","00:25:07,000","Damn forearm, very water and cold.",disgust,disgust,strong,1,12,2
"00:25:07,000","00:25:08,000",Poor food quality.,disgust,disgust,strong,1,12,2
"00:25:08,000","00:25:09,000",Service unacceptable.,disgust,disapproval,strong,1,11,2
"00:25:10,000","00:25:11,000",It wants a lot of changes.,happiness,optimism,moderate,3,23,1
"00:25:12,000","00:25:13,000",I let you keep them.,neutral,neutral,mild,4,22,0
"00:25:13,000","00:25:14,000",We say it tomorrow.,neutral,neutral,mild,4,22,0
"00:25:14,000","00:25:15,000",Do well.,happiness,approval,mild,3,4,0
"00:25:15,000","00:25:16,000",And don't forget it.,neutral,neutral,mild,4,22,0
"00:25:16,000","00:25:17,000",One hundred meters above have a Lana.,neutral,neutral,mild,4,22,0
"00:25:17,000","00:25:18,000",I am waiting for you there in the morning.,neutral,neutral,mild,4,22,0
"00:25:18,000","00:25:19,000",Do well.,happiness,approval,mild,3,4,0
"00:25:19,000","00:25:20,000",Thank you very much.,happiness,gratitude,mild,3,16,0
"00:25:20,000","00:25:21,000","Kids, good night.",neutral,neutral,mild,4,22,0
"00:25:21,000","00:25:26,000",The other took them to the skull because he saw me and ate from customer food.,disgust,disapproval,moderate,1,11,1
"00:25:27,000","00:25:29,000",While customers in me couldn't see me.,surprise,confusion,mild,6,7,0
"00:25:29,000","00:25:30,000",I'm disappointed this night.,sadness,disappointment,strong,5,10,2
"00:25:30,000","00:25:31,000",Customer comments I didn't like at all.,disgust,disapproval,strong,1,11,2
"00:25:31,000","00:25:32,000",About food.,neutral,neutral,mild,4,22,0
"00:25:32,000","00:25:33,000",What we can do is just listen to Hector's advice,happiness,optimism,mild,3,23,0
"00:25:33,000","00:25:34,000",and try to improve.,happiness,optimism,moderate,3,23,1
"00:25:34,000","00:25:35,000",I have no words to describe what is happening in this kitchen.,disgust,disapproval,moderate,1,11,1
"00:25:35,000","00:25:36,000",Indigenin in all its splendor.,surprise,confusion,mild,6,7,0
"00:25:36,000","00:25:53,000",I don't know where to start and where to finish.,surprise,confusion,moderate,6,7,1
"00:25:53,000","00:25:55,000",The next two days I think will be very difficult.,fear,nervousness,moderate,2,21,1
"00:25:55,000","00:26:02,000","The day starts out of the restaurant, since the chef wants us to make the suggestions",neutral,neutral,mild,4,22,0
"00:26:02,000","00:26:06,000",in order to improve the image of the business in a Uveomed environment.,happiness,optimism,mild,3,23,0
"00:26:06,000","00:26:09,000",It is the great opportunity for everyone to understand that it does not come out anywhere.,surprise,confusion,moderate,6,7,1
"00:26:09,000","00:26:11,000",Again you where is the case.,surprise,confusion,moderate,6,7,1
"00:26:11,000","00:26:12,000",Started a little he says.,neutral,neutral,mild,4,22,0
"00:26:12,000","00:26:13,000",It started a little.,neutral,neutral,mild,4,22,0
"00:26:13,000","00:26:14,000",He's in the world that is over.,surprise,confusion,moderate,6,7,1
"00:26:14,000","00:26:15,000",Its white.,neutral,neutral,mild,4,22,0
"00:26:15,000","00:26:16,000",As if black it does.,surprise,confusion,mild,6,7,0
"00:26:16,000","00:26:17,000",What are you doing about it.,happiness,curiosity,moderate,3,8,1
"00:26:17,000","00:26:18,000",You have to put his hand.,surprise,confusion,mild,6,7,0
"00:26:18,000","00:26:19,000",Well.,neutral,neutral,mild,4,22,0
"00:26:19,000","00:26:20,000",I tell you Kosman.,neutral,neutral,mild,4,22,0
"00:26:21,000","00:26:22,000",Here's a look.,neutral,neutral,mild,4,22,0
"00:26:22,000","00:26:23,000",We are for crying.,sadness,sadness,moderate,5,28,1
"00:26:23,000","00:26:24,000",It's over.,sadness,disappointment,moderate,5,10,1
"00:26:24,000","00:26:25,000",What happened Santa Claus.,surprise,confusion,mild,6,7,0
"00:26:25,000","00:26:26,000",Nippies our doll.,neutral,neutral,mild,4,22,0
"00:26:26,000","00:26:28,000",Without my girls I'm not going anywhere.,happiness,caring,moderate,3,6,1
"00:26:28,000","00:26:29,000",Without my girls I'm not going anywhere.,happiness,caring,moderate,3,6,1
"00:26:29,000","00:26:30,000",You're not doing well.,disgust,disapproval,moderate,1,11,1
"00:26:30,000","00:26:32,000",You have a problem like that.,neutral,neutral,mild,4,22,0
"00:26:32,000","00:26:33,000",You never go serious.,disgust,disapproval,moderate,1,11,1
"00:26:33,000","00:26:34,000",No.,neutral,neutral,mild,4,22,0
"00:26:35,000","00:26:36,000",I'll tell you something.,neutral,neutral,mild,4,22,0
"00:26:36,000","00:26:37,000",You have to solve this issue.,fear,fear,moderate,2,15,1
"00:26:37,000","00:26:40,000",You put dolls and sit in a shop.,disgust,disapproval,moderate,1,11,1
"00:26:40,000","00:26:42,000",Now we put this thing one or two times.,neutral,neutral,mild,4,22,0
"00:26:50,000","00:26:54,000",You see you reasonable and nice to get the customer come in and come to the kitchen,happiness,approval,mild,3,4,0
"00:26:54,000","00:26:56,000",tell you that your food is not eaten.,disgust,disapproval,moderate,1,11,1
"00:26:56,000","00:26:57,000",You are a cook my child.,neutral,neutral,mild,4,22,0
"00:26:57,000","00:26:58,000",Try.,neutral,neutral,mild,4,22,0
"00:26:58,000","00:26:59,000",How are you trying.,happiness,curiosity,mild,3,8,0
"00:26:59,000","00:27:00,000","As I didn't tell you, you wouldn't even put apron.",disgust,disapproval,moderate,1,11,1
"00:27:00,000","00:27:03,000",The image of the shop starts with the service and the kitchen.,surprise,realization,mild,6,25,0
"00:27:03,000","00:27:04,000",It's like not.,surprise,confusion,mild,6,7,0
"00:27:04,000","00:27:05,000",Exactly.,neutral,neutral,mild,4,22,0
"00:27:05,000","00:27:06,000",Exactly.,neutral,neutral,mild,4,22,0
"00:27:06,000","00:27:07,000",Well you will have gotten things.,happiness,optimism,mild,3,23,0
"00:27:07,000","00:27:09,000",Very structured on your plate.,happiness,approval,mild,3,4,0
"00:27:09,000","00:27:10,000",When someone tells you something all you laugh.,disgust,disapproval,moderate,1,11,1
"00:27:10,000","00:27:12,000",As if you are in your sleep.,disgust,disapproval,moderate,1,11,1
"00:27:12,000","00:27:14,000",When all comes and gives you even 10 euros.,happiness,gratitude,mild,3,16,0
"00:27:14,000","00:27:16,000",With the difficult times we spend children.,sadness,sadness,moderate,5,28,1
"00:27:16,000","00:27:19,000",The 10 euros must be worth it all and service.,fear,fear,moderate,2,15,1
"00:27:19,000","00:27:20,000",You.,neutral,neutral,mild,4,22,0
"00:27:20,000","00:27:22,000",If I see you back in the food I will cut it to you.,anger,anger,strong,0,2,2
"00:27:22,000","00:27:23,000",They didn't see me.,neutral,neutral,mild,4,22,0
"00:27:23,000","00:27:26,000",If you think this shop is for your hawk you don't come back anymore.,anger,anger,strong,0,2,2
"00:27:26,000","00:27:28,000",My child what do you do.,surprise,confusion,mild,6,7,0
"00:27:28,000","00:27:29,000",How I try.,neutral,neutral,mild,4,22,0
"00:27:29,000","00:27:31,000",What are you trying. You don't know what is happening to you.,surprise,confusion,moderate,6,7,1
"00:27:31,000","00:27:33,000",The waiter is not to ask him.,disgust,disapproval,mild,1,11,0
"00:27:33,000","00:27:35,000",Is to prevent things. To see.,happiness,curiosity,mild,3,8,0
"00:27:35,000","00:27:36,000",What do you know how to do well.,happiness,curiosity,mild,3,8,0
