text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
aren't you?,neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
"Yes, you are.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You are. He gives you,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
everything you want. You're spoiled,disgust,happiness,disapproval,admiration,moderate,moderate,False,False,True,False
but you're cheeky about it.,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
And that kind of works in this picture.,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
You're running away,neutral,anger,neutral,disapproval,mild,moderate,False,False,False,False
but you're looking back.,happiness,surprise,curiosity,neutral,mild,mild,False,False,True,False
You're kind of acting coy but you're leading us on.,happiness,anger,amusement,disapproval,mild,mild,False,False,True,False
I really like it.,happiness,happiness,admiration,gratitude,moderate,mild,True,False,False,False
It's very unexpected from the brief,surprise,surprise,surprise,confusion,mild,mild,True,False,True,False
and I like the unexpected. Dorothy.,happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
You're also another sweet,happiness,happiness,admiration,approval,mild,mild,True,False,True,False
face. We need a little bit more attitude,disgust,happiness,disapproval,optimism,mild,moderate,False,False,False,False
from you. We need fierce.,happiness,happiness,desire,optimism,moderate,moderate,True,False,True,False
I feel like I've seen this post,happiness,surprise,curiosity,neutral,mild,mild,False,False,True,False
a lot of times before.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You have a gorgeous face and this,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
photo doesn't do,sadness,disgust,disappointment,neutral,mild,mild,False,False,True,False
justice. Jenica.,sadness,happiness,disappointment,neutral,mild,mild,False,False,True,False
It's not my favorite photo.,disgust,sadness,disapproval,disapproval,mild,mild,False,True,True,False
This is one,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
of very few,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
that you're actually in frame.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Photographing you was like,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
me trying to give you a high five,happiness,happiness,amusement,admiration,mild,mild,True,False,True,False
but then it turns really awkward and we miss.,fear,disgust,embarrassment,disapproval,mild,moderate,False,False,False,False
"We have to work together, alright?",happiness,happiness,caring,neutral,moderate,mild,True,False,False,False
To sync up our timings.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Thank you. Can we have Leila, please?",happiness,happiness,gratitude,neutral,mild,mild,True,False,True,False
This,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"photo, it's stunning",happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
but the process getting there,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
was very arduous.,anger,sadness,annoyance,neutral,mild,mild,False,False,True,False
I just want to shake you right now,anger,fear,annoyance,surprise,moderate,moderate,False,False,True,False
because I don't think you know how good you are.,happiness,surprise,admiration,confusion,moderate,mild,False,False,False,False
The biggest,neutral,surprise,neutral,surprise,mild,mild,False,False,True,False
critic is yourself.,surprise,disgust,realization,disapproval,mild,mild,False,False,True,False
That's the only thing,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
standing in your way.,surprise,sadness,realization,neutral,mild,mild,False,False,True,False
"Thank you,",happiness,happiness,gratitude,gratitude,mild,mild,True,True,True,True
Leila.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Maureen.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love your face. I can imagine,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
doing lots and lots of beauty commercials,happiness,happiness,optimism,admiration,moderate,moderate,True,False,True,False
with you but I hate that,disgust,sadness,disapproval,disapproval,moderate,moderate,False,True,True,False
photo. It looks like as if,disgust,surprise,disapproval,neutral,moderate,mild,False,False,False,False
"you see like an ex-boyfriend and you're going,",happiness,surprise,amusement,confusion,mild,mild,False,False,True,False
I would have to disagree.,disgust,sadness,disapproval,neutral,mild,mild,False,False,True,False
I love this photo.,happiness,happiness,admiration,approval,moderate,mild,True,False,False,False
Beautiful face.,happiness,happiness,admiration,approval,moderate,mild,True,False,False,False
She looks long so,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
"for me, I like it.",happiness,happiness,approval,approval,mild,mild,True,True,True,True
Zamita.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
The duck face,happiness,disgust,amusement,neutral,mild,mild,False,False,True,False
was there from the very first frame.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel you have so much,happiness,surprise,admiration,confusion,moderate,mild,False,False,False,False
potential. I see you as,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"the quirky, awkward,",happiness,surprise,amusement,neutral,mild,mild,False,False,True,False
weird model but that,happiness,surprise,amusement,confusion,mild,mild,False,False,True,False
could work for you.,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
But you definitely need to be aware.,happiness,surprise,caring,neutral,mild,mild,False,False,True,False
Chicken.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"When I first saw you,",happiness,surprise,curiosity,neutral,mild,mild,False,False,True,False
you stood out to me.,happiness,surprise,admiration,surprise,mild,mild,False,False,True,False
And then your catwalk was amazing,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
and so I had crazy,neutral,fear,neutral,annoyance,mild,moderate,False,False,False,False
it was really disappointing.,sadness,sadness,disappointment,disapproval,strong,moderate,True,False,False,False
Your hands were really out of control.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
It's hard to get a good,neutral,sadness,neutral,disapproval,mild,mild,False,False,True,False
shot of your face. I knew I could have done,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
better. I knew I could have,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
jumped better.,neutral,happiness,neutral,gratitude,mild,mild,False,False,True,False
You cannot make one little,disgust,sadness,disapproval,disapproval,moderate,mild,False,True,False,False
mistake make you crash,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
down to the very bottom on the first,disgust,neutral,disapproval,neutral,moderate,mild,False,False,False,False
week. Okay?,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Two.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I want to say apologize,sadness,sadness,remorse,disapproval,mild,moderate,True,False,False,False
about the shoot yesterday.,sadness,neutral,remorse,neutral,mild,mild,False,False,True,False
"Ready. One, two, three, go.",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I really,fear,neutral,nervousness,neutral,mild,mild,False,False,True,False
nervous so I want,fear,fear,nervousness,annoyance,mild,moderate,True,False,False,False
to say sorry for that.,sadness,sadness,remorse,disapproval,mild,moderate,True,False,False,False
I forgive you.,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Look, there is a language",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
barrier here. I can accept that your,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
intentions were good.,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
Do you know what resting,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
bitch face is?,happiness,surprise,curiosity,confusion,mild,moderate,False,False,False,False
On that day,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"itself, when you came on set, it was",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
the most amazing resting bitch face,happiness,fear,amusement,disapproval,moderate,moderate,False,False,True,False
I've ever seen. And that translated,happiness,surprise,amusement,neutral,moderate,mild,False,False,False,False
amazingly well into this photograph.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"Valerie,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you say that,neutral,surprise,neutral,neutral,mild,mild,False,True,True,False
"you're better at photo shoots, right?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Yes. More than your catwalk.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Yes. You did pretty,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
"good on your catwalk, so you've got to nail",happiness,happiness,approval,neutral,mild,mild,True,False,True,False
this. I hope so.,happiness,happiness,optimism,neutral,mild,mild,True,False,True,False
"Okay, well let's see if you did.",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
Yes.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Wow,surprise,surprise,surprise,surprise,moderate,mild,True,True,False,False
"Yes, wait Farrah you can see",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",disgust,anger,disapproval,neutral,strong,moderate,False,False,False,False
"Oh, no",neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
I was giving you direction after direction and Joel had to actually come in and physically move your head,anger,fear,annoyance,neutral,moderate,mild,False,False,False,False
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You kicked your sister's ass in this shit,happiness,disgust,pride,disapproval,strong,moderate,False,False,False,False
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,happiness,happiness,admiration,neutral,strong,mild,True,False,False,False
It was a joy to watch you work. You nailed it for me. This is a whole,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",happiness,fear,optimism,neutral,moderate,moderate,False,False,True,False
"Again, so thank you, Veronica. Thank you. Thank you guys",happiness,happiness,gratitude,approval,strong,mild,True,False,False,False
"All right, ladies, it's now time for the judges to deliberate and when you come back I'll be announcing who stays and",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Who'll be going home?,fear,happiness,nervousness,curiosity,moderate,mild,False,False,False,False
You,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
14 beautiful girls stand before me,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
But I only have 13 photos in my hands,sadness,neutral,disappointment,neutral,mild,mild,False,False,True,False
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,neutral,moderate,mild,True,False,False,False
Clara,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Congratulations, Clara. Why are you crying?",surprise,surprise,surprise,confusion,mild,moderate,True,False,False,False
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,disgust,fear,disapproval,neutral,moderate,moderate,False,False,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
Valerie,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Yes, you",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It turns out you're the twin to beat this week interesting congratulations,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
Maureen,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
Veronica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations go join your sis,happiness,happiness,joy,approval,mild,mild,True,False,True,False
Chicken,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,happiness,happiness,caring,approval,mild,mild,True,False,True,False
Dorothy,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
To,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Smile,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,approval,moderate,mild,True,True,False,False
Who's that I like that sass congratulations,happiness,surprise,amusement,curiosity,mild,mild,False,False,True,False
Cindy I need a little bit more emotion from you. Thank you so much,sadness,happiness,disappointment,admiration,mild,mild,False,False,True,False
Alicia,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,happiness,happiness,admiration,neutral,moderate,mild,True,False,False,False
Layla,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Layla,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You had a tough time this week,neutral,sadness,neutral,disapproval,mild,moderate,False,False,False,False
I just want to apologize for not being professional and the emotion is really overwhelming for me,fear,sadness,embarrassment,disapproval,strong,moderate,False,False,False,False
But you're still here,happiness,neutral,relief,neutral,mild,mild,False,False,True,False
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,happiness,optimism,admiration,moderate,moderate,True,False,True,False
I,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Must immediately return to the house,neutral,disgust,neutral,neutral,mild,mild,False,True,True,False
Pack your bags and leave,sadness,neutral,sadness,neutral,moderate,mild,False,False,False,False
Angelica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It was a struggle to get a good photo out of you and the best photo that we did was still not on,sadness,sadness,disappointment,disapproval,moderate,moderate,True,False,True,False
Par with what we're looking for at this point,disgust,happiness,disapproval,neutral,mild,mild,False,False,True,False
So who stays and who's gonna be going home?,happiness,happiness,curiosity,curiosity,moderate,mild,True,True,False,False
It's time to find out,happiness,happiness,curiosity,curiosity,moderate,mild,True,True,False,False
Oh,surprise,surprise,surprise,neutral,mild,mild,True,False,True,False
Congratulations,happiness,happiness,approval,neutral,mild,mild,True,False,True,False
I,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I'm really disappointed myself because I wanted to do this for my mom. I,sadness,sadness,disappointment,disapproval,strong,moderate,True,False,False,False
Really wanted to be the first Filipina to win this,happiness,happiness,desire,admiration,strong,moderate,True,False,False,False
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,surprise,sadness,realization,disapproval,mild,moderate,False,False,False,False
Maybe I should have like just shown it at first. My life motto is never give up,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
"So even though I'm the first girl to get eliminated, I",sadness,sadness,disappointment,disapproval,moderate,moderate,True,False,True,False
Won't give up. I'll stand up after this,happiness,happiness,optimism,neutral,strong,mild,True,False,False,False
Next time on Asia's Next Top Model,neutral,happiness,neutral,neutral,mild,mild,False,True,True,False
"Yes, we're gossiping. She's beautiful, but she's fake. It cost zero dollar to be real",disgust,anger,disapproval,disapproval,moderate,moderate,False,True,True,False
You,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
