text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_correct,sub_emotion_correct,intensity_correct,all_correct
but the process getting there,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
was very arduous.,anger,anger,annoyance,annoyance,mild,moderate,True,True,False,False
I just want to shake you right now,anger,happiness,annoyance,desire,moderate,moderate,False,False,True,False
because I don't think you know how good you are.,happiness,disgust,admiration,disapproval,moderate,mild,False,False,False,False
The biggest,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
critic is yourself.,surprise,disgust,realization,disapproval,mild,mild,False,False,True,False
That's the only thing,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
standing in your way.,surprise,anger,realization,annoyance,mild,moderate,False,False,False,False
"Thank you,",happiness,happiness,gratitude,gratitude,mild,mild,True,True,True,True
Leila.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I love your face. I can imagine,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
doing lots and lots of beauty commercials,happiness,happiness,optimism,admiration,moderate,mild,True,False,False,False
with you but I hate that,disgust,anger,disapproval,anger,moderate,strong,False,False,False,False
photo. It looks like as if,disgust,happiness,disapproval,curiosity,moderate,mild,False,False,False,False
"you see like an ex-boyfriend and you're going,",happiness,surprise,amusement,realization,mild,mild,False,False,True,False
I would have to disagree.,disgust,disgust,disapproval,disapproval,mild,mild,True,True,True,True
I love this photo.,happiness,happiness,admiration,joy,moderate,moderate,True,False,True,False
Beautiful face.,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
She looks long so,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"for me, I like it.",happiness,happiness,approval,approval,mild,mild,True,True,True,True
Zamita.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
The duck face,happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
was there from the very first frame.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I feel you have so much,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
potential. I see you as,happiness,happiness,admiration,optimism,moderate,mild,True,False,False,False
"the quirky, awkward,",happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
weird model but that,happiness,happiness,amusement,amusement,mild,mild,True,True,True,True
could work for you.,happiness,happiness,optimism,optimism,moderate,mild,True,True,False,False
But you definitely need to be aware.,happiness,neutral,caring,neutral,mild,mild,False,False,True,False
Chicken.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"When I first saw you,",happiness,surprise,curiosity,neutral,mild,mild,False,False,True,False
you stood out to me.,happiness,happiness,admiration,admiration,mild,mild,True,True,True,True
And then your catwalk was amazing,happiness,happiness,admiration,admiration,moderate,mild,True,True,False,False
and so I had crazy,neutral,surprise,neutral,surprise,mild,moderate,False,False,False,False
it was really disappointing.,sadness,sadness,disappointment,disappointment,strong,moderate,True,True,False,False
Your hands were really out of control.,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
It's hard to get a good,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
shot of your face. I knew I could have done,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
better. I knew I could have,neutral,sadness,neutral,neutral,mild,mild,False,True,True,False
jumped better.,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
You cannot make one little,disgust,disgust,disapproval,disapproval,moderate,mild,True,True,False,False
mistake make you crash,disgust,disgust,disapproval,disapproval,moderate,moderate,True,True,True,True
down to the very bottom on the first,disgust,neutral,disapproval,neutral,moderate,mild,False,False,False,False
week. Okay?,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Two.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I want to say apologize,sadness,sadness,remorse,remorse,mild,mild,True,True,True,True
about the shoot yesterday.,sadness,neutral,remorse,neutral,mild,mild,False,False,True,False
"Ready. One, two, three, go.",neutral,neutral,neutral,excitement,mild,mild,True,False,True,False
I really,fear,happiness,nervousness,pride,mild,mild,False,False,True,False
nervous so I want,fear,fear,nervousness,fear,mild,moderate,True,False,False,False
to say sorry for that.,sadness,sadness,remorse,remorse,mild,mild,True,True,True,True
I forgive you.,neutral,sadness,neutral,remorse,mild,mild,False,False,True,False
"Look, there is a language",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
barrier here. I can accept that your,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
intentions were good.,neutral,happiness,neutral,approval,mild,mild,False,False,True,False
Do you know what resting,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
bitch face is?,happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
On that day,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"itself, when you came on set, it was",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
the most amazing resting bitch face,happiness,happiness,amusement,admiration,moderate,mild,True,False,False,False
I've ever seen. And that translated,happiness,surprise,amusement,realization,moderate,mild,False,False,False,False
amazingly well into this photograph.,happiness,happiness,admiration,admiration,moderate,moderate,True,True,True,True
"Valerie,",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
you say that,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"you're better at photo shoots, right?",happiness,happiness,curiosity,curiosity,mild,mild,True,True,True,True
Yes. More than your catwalk.,neutral,happiness,neutral,admiration,mild,mild,False,False,True,False
Yes. You did pretty,happiness,happiness,approval,approval,mild,mild,True,True,True,True
"good on your catwalk, so you've got to nail",happiness,happiness,approval,optimism,mild,mild,True,False,True,False
this. I hope so.,happiness,happiness,optimism,optimism,mild,mild,True,True,True,True
"Okay, well let's see if you did.",neutral,happiness,neutral,curiosity,mild,mild,False,False,True,False
Yes.,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Wow,surprise,surprise,surprise,surprise,moderate,mild,True,True,False,False
"Yes, wait Farrah you can see",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Okay, so I'm about to bring you down from that high horse you are standing on because you are the most challenging to work with",disgust,happiness,disapproval,admiration,strong,mild,False,False,False,False
"Oh, no",neutral,sadness,neutral,disappointment,mild,mild,False,False,True,False
I was giving you direction after direction and Joel had to actually come in and physically move your head,anger,anger,annoyance,annoyance,moderate,moderate,True,True,True,True
"And for our last girl Veronica, all I have to say is Valerie you take a look at that",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You kicked your sister's ass in this shit,happiness,anger,pride,anger,strong,strong,False,False,True,False
This is one of my favorite shots. I'm looking at your face. You're working the outfit. You're playing with it,happiness,happiness,admiration,admiration,strong,mild,True,True,False,False
It was a joy to watch you work. You nailed it for me. This is a whole,happiness,happiness,admiration,joy,moderate,moderate,True,False,True,False
"New blank slate for both of you, whatever expectations you've had wipe that all clean and start proving yourself",happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
"Again, so thank you, Veronica. Thank you. Thank you guys",happiness,happiness,gratitude,gratitude,strong,mild,True,True,False,False
"All right, ladies, it's now time for the judges to deliberate and when you come back I'll be announcing who stays and",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Who'll be going home?,fear,happiness,nervousness,curiosity,moderate,mild,False,False,False,False
You,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
14 beautiful girls stand before me,neutral,happiness,neutral,amusement,mild,mild,False,False,True,False
But I only have 13 photos in my hands,sadness,sadness,disappointment,neutral,mild,mild,True,False,True,False
These photos represent the girls who are still in the running towards becoming Asia's Next Top Model,happiness,happiness,excitement,excitement,moderate,moderate,True,True,True,True
Clara,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Congratulations, Clara. Why are you crying?",surprise,happiness,surprise,admiration,mild,mild,False,False,True,False
I'm looking for a supermodel. No more spoiled princess from here on out. Do you hear me?,disgust,happiness,disapproval,fear,moderate,moderate,False,False,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model",happiness,happiness,approval,admiration,moderate,moderate,True,False,True,False
Valerie,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
"Yes, you",neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It turns out you're the twin to beat this week interesting congratulations,happiness,happiness,admiration,admiration,moderate,moderate,True,True,True,True
Maureen,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations,happiness,happiness,approval,approval,mild,mild,True,True,True,True
Veronica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Congratulations go join your sis,happiness,happiness,joy,approval,mild,mild,True,False,True,False
Chicken,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Your biggest challenge is going to be yourself. Thank you Heidi. Congratulation,happiness,happiness,caring,gratitude,mild,mild,True,False,True,False
Dorothy,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
To,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Smile,neutral,happiness,neutral,amusement,mild,mild,False,False,True,False
"Congratulations, you're still in the running towards becoming Asia's Next Top Model, Jenica",happiness,happiness,approval,admiration,moderate,moderate,True,False,True,False
Who's that I like that sass congratulations,happiness,happiness,amusement,curiosity,mild,mild,True,False,True,False
Cindy I need a little bit more emotion from you. Thank you so much,sadness,happiness,disappointment,gratitude,mild,mild,False,False,True,False
Alicia,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Alicia I look at you and I see strength confidence and fears. You need to soften that find that balance,happiness,happiness,admiration,optimism,moderate,moderate,True,False,True,False
Layla,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
You had a tough time this week,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
I just want to apologize for not being professional and the emotion is really overwhelming for me,fear,fear,embarrassment,remorse,strong,strong,True,False,True,False
But you're still here,happiness,anger,relief,annoyance,mild,mild,False,False,True,False
And you're gonna fight because girl you're still in the running towards becoming Asia's Next Top Model,happiness,happiness,optimism,optimism,moderate,moderate,True,True,True,True
Must immediately return to the house,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
Pack your bags and leave,sadness,neutral,sadness,neutral,moderate,mild,False,False,False,False
Angelica,neutral,neutral,neutral,neutral,mild,mild,True,True,True,True
It was a struggle to get a good photo out of you and the best photo that we did was still not on,sadness,sadness,disappointment,disappointment,moderate,moderate,True,True,True,True
Par with what we're looking for at this point,disgust,happiness,disapproval,optimism,mild,mild,False,False,True,False
So who stays and who's gonna be going home?,happiness,happiness,curiosity,curiosity,moderate,mild,True,True,False,False
It's time to find out,happiness,happiness,curiosity,curiosity,moderate,mild,True,True,False,False
Oh,surprise,surprise,surprise,surprise,mild,mild,True,True,True,True
I'm really disappointed myself because I wanted to do this for my mom. I,sadness,sadness,disappointment,sadness,strong,moderate,True,False,False,False
Really wanted to be the first Filipina to win this,happiness,happiness,desire,desire,strong,moderate,True,True,False,False
Maybe I stayed in my comfort zone too much because I was thinking that it's just the beginning of the competition,surprise,neutral,realization,neutral,mild,mild,False,False,True,False
Maybe I should have like just shown it at first. My life motto is never give up,happiness,happiness,optimism,neutral,moderate,mild,True,False,False,False
"So even though I'm the first girl to get eliminated, I",sadness,sadness,disappointment,sadness,moderate,moderate,True,False,True,False
Won't give up. I'll stand up after this,happiness,happiness,optimism,optimism,strong,moderate,True,True,False,False
Next time on Asia's Next Top Model,neutral,happiness,neutral,excitement,mild,mild,False,False,True,False
"Yes, we're gossiping. She's beautiful, but she's fake. It cost zero dollar to be real",disgust,anger,disapproval,annoyance,moderate,moderate,False,False,True,False
